sasdate,GDPC1,PCECC96,PCDGx,PCESVx,PCNDx,GPDIC1,FPIx,Y033RC1Q027SBEAx,PNFIx,PRFIx,GCEC1,FGRECPTx,SLCEx,EXPGSC1,IMPGSC1,DPIC96,OUTNFB,OUTBS,INDPRO,IPFINAL,IPCONGD,IPMAT,IPDMAT,IPNMAT,IPDCONGD,IPB51110SQ,IPNCONGD,IPBUSEQ,IPB51220SQ,PAYEMS,USPRIV,MANEMP,SRVPRD,USGOOD,DMANEMP,NDMANEMP,USCONS,USEHS,USFIRE,USINFO,USPBS,USLAH,USSERV,USMINE,USTPU,USGOVT,USTRADE,USWTRADE,CES9091000001,CES9092000001,CES9093000001,CE16OV,UEMPLT5,UEMP5TO14,UEMP15T26,UEMP27OV,LNS13023621,LNS13023557,LNS13023705,LNS13023569,LNS12032194,HOABS,HOANBS,HOUST,HOUST5F,PERMIT,HOUSTMW,HOUSTNE,HOUSTS,HOUSTW,CMRMTSPLx,RSAFSx,AMDMNOx,AMDMUOx,INVCQRMTSPL,WPU0531,WPU0561,OILPRICEx,AHETPIx,CES2000000008x,CES3000000008x,COMPRNFB,RCPHBS,OPHNFB,OPHPBS,ULCBS,ULCNFB,UNLPNBS,AMBSLREAL,M1REAL,M2REAL,MZMREAL,BUSLOANSx,CONSUMERx,NONREVSLx,REALLNx,TOTALSLx,TABSHNOx,TLBSHNOx,LIABPIx,TNWBSHNOx,TARESAx,HNOREMQ027Sx,TFAABSHNOx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,IPMANSICS,IPB51222S,IPFUELS,CLAIMSx,BUSINVx,PERMITNE,PERMITMW,PERMITS,PERMITW,NIKKEI225,TLBSNNCBx,TTAABSNNCBx,TNWMVBSNNCBx,TLBSNNBx,TABSNNBx,TNWBSNNBx,CNCFx,S&P 500,S&P: indust,S&P PE ratio,A014RE1Q156NBEA,A823RL1Q225SBEA,CUMFNS,AWHMAN,HWIx,BAA10YM,TB6M3Mx,GS1TB3Mx,GS10TB3Mx,CPF3MTB3Mx,NWPIx,VXOCLSx,UMCSENTx,TB3SMFFM,T5YFFM,AAAFFM,COMPAPFF,TLBSNNCBBDIx,TLBSNNBBDIx,CIVPART,UNRATE,UNRATESTx,UNRATELTx,LNS14000012,LNS14000025,LNS14000026,AWHNONAG,AWOTMAN,FEDFUNDS,TB3MS,TB6MS,GS1,GS10,AAA,BAA,B020RE1Q156NBEA,B021RE1Q156NBEA,GFDEGDQ188S,GFDEBTNx,UEMPMEAN,CES0600000007,GS5,HWIURATIOx,ISRATIOx,CONSPIx,CP3M,TNWMVBSNNCBBDIx,TNWBSNNBBDIx,S&P div yield
12/01/1990,-0.397183449,-0.331655989,-1.21298365,-0.103656036,-0.438736599,-2.5001216,-1.134385506,-0.647908839,-0.688635387,-2.584474838,0.289406519,0.197053823,0.484355013,0.380759518,-1.18062209,-0.371945756,-0.639518114,-0.57915393,-0.677826089,-0.800970609,-0.783373041,-0.648216777,-1.283294089,-0.213482645,-3.154200353,-5.958943238,0.036248096,-0.86643168,-1.289311421,-0.160568821,-0.178366399,-0.463308916,-0.035027587,-0.620061348,-0.634336039,-0.200675513,-1.202829103,0.490352333,-0.118056463,-0.053728837,-0.334325088,-0.040517065,0.067795308,-0.284411286,-0.110222141,-0.072895179,-0.167097026,-0.18795256,-1.15720748,0.200474804,0.130480209,-0.128599608,1.861051805,3.509275172,3.858386175,4.552043025,4.707898685,2.019002107,-0.140184159,1.891276261,1.754963952,-0.118457652,-0.190080864,-3.57009233,-3.973455357,-5.888684629,-0.181334076,5.267080908,-2.81785088,-11.40771258,-1.07426426,0.124337762,-1.9579014,-0.008613631,-0.069693332,1.291107517,13.86671638,7.664294022,-0.053362663,-0.115903768,-0.016724145,-0.333413201,-0.379629024,-0.449013656,-0.460404783,0.752590535,0.786359491,-0.267856743,0.322692159,-0.36586206,-0.408551311,-0.127992343,-0.396156311,-0.118792165,-0.587703425,0.481299489,-0.211678481,0.480941509,0.417027041,0.788968938,0.491625379,0.871756502,-0.448100705,0.968185514,-2.071156485,-4.437432419,1.834452267,0.296447896,-0.747753956,-1.020017716,-1.869194346,6.397029514,0.306924388,-2.74382566,-5.64995337,-4.579773439,-9.138051082,-7.023098469,0.064008041,-0.04540455,0.061588076,-0.60534753,-0.294438512,-0.146097436,1.904587975,-2.442650739,-2.799586109,-1.410870726,-0.2,0.5,80.0738,40.3,3495,2.2,-0.03,0.31,1.41,0.91,496.2013688,25.3873,65.1,-0.7533,0.2833,1.55,0.15,0.0107,327909.6,-0.0667,0.4333,0.362964709,0.063343507,1.1,0.5666,0.1667,-0.0666,-0.1666,-0.4167,-0.4867,-0.4434,-0.5234,-0.3066,-0.11,0.18,0.3,0.3,2.283,137552.2,0.2,-0.1667,-0.4,-0.1079,0.0172,-0.0011,-0.04,-54.01,-33.4,0.2669
03/01/1991,-0.203658763,-0.163615312,-1.2140251,-0.03209694,0.019262609,-1.469659895,-1.215578087,-1.592381896,-0.879006602,-2.355210838,0.258236812,-1.022874318,0.065064752,0.264602274,-0.497759656,0.108400966,-0.293385354,-0.330939213,-0.828817097,-0.627721775,-0.427355482,-0.908932081,-1.596026376,-0.841266435,-1.818657206,-2.777364916,0.0372927,-0.98257161,0.65854786,-0.18324857,-0.233890576,-0.600037938,-0.02713205,-0.763406646,-0.818050543,-0.269017541,-1.42764547,0.608435827,-0.052572727,0,-0.234627787,-0.048357921,-0.057619313,-0.114288088,-0.303915431,0.065062699,-0.343698596,-0.31591304,-0.200577657,0.15307274,0.105153049,-0.212847218,1.429373098,4.657910775,5.018028003,4.730199768,6.239009259,0.154178559,0.279921463,1.535338395,2.118309668,-0.426359376,-0.423734476,-6.648423059,-14.44409234,-2.914495751,-5.755958109,-16.2526981,-5.081018815,-5.691650612,-0.676970885,-0.709334403,-2.673594219,-0.233892414,-0.241639716,0.805489933,-15.86801175,-16.88829587,-0.076216016,0.032688014,-0.106016275,0.020263297,0.007152095,0.130287374,0.095189046,0.139982227,0.118400817,0.86962646,0.872125792,0.234878954,0.20711785,0.754701531,-0.630936749,-0.799673447,-1.052613225,0.485209185,-0.60862461,0.632307392,-0.08422544,-0.192623533,0.750767991,0.963966752,-0.178809803,1.058049297,1.250531809,0.97605967,-0.83915532,-0.198659195,-0.995964432,0.526401706,0.974639318,3.013618685,-0.05639407,-4.396274784,-0.298991654,-3.694787427,-3.276958727,2.40109645,-0.12811056,-0.319167985,-0.194676697,-0.494068977,-0.32573989,-0.246053666,3.998560722,4.706458292,5.049512439,5.747699217,-0.3,4.6,77.9442,40.1,3076,2.1867,0.02,0.41,1.99,0.64,503.5953275,21.4546,75,-0.4033,1.22,2.5067,0.24,0.0097,295684,-0.1667,0.4667,0.386119789,0.074270056,1.1,0.5,0.3333,-0.0667,-0.1,-1.3166,-0.9667,-0.92,-0.8666,-0.38,-0.36,-0.3934,0,-0.5,1.38039,127480.6,0.2333,-0.1666,-0.38,-0.0825,0.0448,-0.0021,-1.23,-114.67,-64.32,-0.3517
06/01/1991,0.337314237,0.358443858,0.217264394,0.430119822,0.253188262,-0.000154983,0.128624122,-0.279852433,-0.219260436,1.313146207,0.176289425,-0.099271719,0.175545568,1.555219989,0.765192204,0.316578382,0.429190164,0.429083068,0.252473126,0.283297033,0.56812917,0.259953736,0.337007032,0.120004127,1.67054403,3.443058008,0.210884609,0.186223836,1.065879921,-0.188301581,-0.24305521,-0.400157532,-0.092477457,-0.549328681,-0.491828792,-0.262210372,-1.064748129,0.444188097,-0.232960945,-0.140008799,-0.249420607,-0.198676051,-0.183533707,-0.614670462,-0.324931941,0.078259896,-0.41152408,-0.194366981,-0.018705013,0.043161846,0.119302611,-0.019546894,-0.598523532,1.229411825,7.660049574,6.07740961,1.95731309,2.049583634,-1.345989919,3.43343819,2.232478552,-0.268240829,-0.27186365,5.308988263,-6.967544099,5.149301206,5.145990064,10.98561719,1.84673263,8.552467172,0.936592614,0.877265193,0.012925762,-0.962378804,-0.291077931,-2.572488844,-8.404152556,-2.440290447,0.054952326,-0.290725522,0.099499285,0.628915168,0.60854555,0.700933747,0.697144187,0.110223571,0.126382228,0.393250978,0.54487152,0.604814256,0.235501638,1.031197578,-0.837519618,-0.493650839,-0.963596414,0.228206447,-0.339066754,-0.153386034,0.416842086,0.100262519,-0.247464956,-0.156842907,-0.144796711,-0.17947073,5.152791366,1.431748397,-4.787078815,-0.260000944,0.198325169,1.283729681,0.514242629,-2.497895552,-0.625565662,4.665202122,4.620737107,5.815633753,4.827149663,1.046303526,-0.128489585,-0.275451969,-0.230079271,-0.216270278,-0.352971993,-0.417636398,0.431856708,3.004488534,3.287530724,3.8157829,-0.3,1.6,78.0248,40.2667,2996,1.79,0.13,0.68,2.57,0.47,497.0970405,17.689,80.7,-0.3033,1.9167,3.0467,0.17,0.0096,291304.09,0.0334,0.2333,0.143414575,0.106355801,0.2667,0.3,0.2667,-0.0333,-0.0334,-0.5634,-0.4633,-0.3533,-0.1934,0.1133,-0.0233,-0.2833,0.1,-0.3,0.32899,82541.9,0.7667,0.1666,0.1333,-0.0241,-0.0551,-0.003,-0.64,-17.11,-12.14,-0.2336
09/01/1991,0.218894958,0.215997461,0.662067617,0.187524062,0.072034218,0.851484654,0.05097603,0.65619626,-0.37586825,1.440999685,-0.121821864,0.076882849,0.250551876,1.016001223,1.205262141,0.17694371,0.319534882,0.262516876,0.610562663,0.573312742,0.689788106,0.709006092,1.28875784,0.732231202,1.911292149,3.024703176,0.269820792,0.711259923,0.289798376,-0.001603801,-0.028380745,-0.133358584,0.067183856,-0.263127773,-0.277877112,0.082640043,-0.639995462,0.442183758,-0.185501841,-0.162110857,0.130955914,0.006271244,-0.085232344,-0.820184856,-0.052762961,0.128041311,-0.079692361,-0.078779237,0.418936832,-0.172906359,0.164649226,-0.025584057,-0.430225091,-1.229411825,0.213304862,4.41321008,1.099538733,-1.074221736,-0.857428496,0.727482091,0.810479457,-0.036524979,-0.05094364,1.325545704,-3.202106771,0.30149142,0.851572926,-2.431136264,4.082209894,-0.932827922,0.490880368,0.062772166,2.695037164,-0.144972702,0.125890915,-1.918436313,1.785639435,1.456941191,-0.086799556,-0.421633272,0.000559667,0.254510612,0.236950454,0.370551171,0.299376816,0.199242053,0.14532767,0.519564552,0.402678494,0.505264024,-0.161771096,0.519704597,-0.927678654,-0.966773769,-1.208638313,-0.327592744,-0.653941293,0.122104477,0.087241072,-0.089701883,0.127882277,0.301543474,-0.325679965,0.336293175,1.175841502,-0.646814686,-0.521927191,-0.200773244,0.769211776,0.322976715,0.227778511,-2.273944443,-0.172614476,1.320132658,0.735529889,1.580795537,-2.495643045,-4.709950361,0.320513988,-0.836996,-0.96313215,-0.732381388,-0.658340964,-0.623270302,-0.446519609,0.790654181,0.785524247,1.995980853,0,-5.2,79.1267,40.5667,2893,1.7433,0.07,0.51,2.56,0.4,496.5358546,16.6962,82.6,-0.2667,1.85,3.1433,0.14,0.0098,289392.93,-0.1667,0.0334,-0.058675398,0.088557532,0.6666,0.1,-0.1334,0.0333,0.3,-0.22,-0.1833,-0.2433,-0.3566,-0.19,-0.1233,-0.2367,0.1,0,1.31572,157291.6,0.5333,0.2,-0.2867,-0.0133,-0.0172,-0.0032,-0.25,-13.17,-2.49,-0.0325
12/01/1991,0.151087932,-0.021737445,-0.714487628,0.257282467,-0.375685667,1.513282452,0.186673484,-0.20176827,-0.024953068,0.848152723,-0.318952059,0.215088854,0.305832623,0.9667724,0.948983479,0.359554015,0.130372943,0.163972867,0.102154717,0.088543527,0.174667694,0.10697543,0.362839308,0.246681219,0.720146464,1.219820796,-0.016817797,0.0201456,-0.135479468,0.005479421,-0.018070109,-0.148278777,0.084086414,-0.295830696,-0.334096293,0.126832259,-0.702328528,0.426621024,-0.06865945,-0.227976629,0.166834594,0.226728833,-0.061471275,-1.118241277,-0.114866758,0.119113907,-0.134424807,-0.096699785,0.023156661,0.093188802,0.156230572,0.006889514,0.251134746,0.437895157,2.765759985,7.441599592,0.954202755,1.959355103,0.073324882,2.249273146,1.292618164,-0.095710941,-0.074252638,1.822293145,1.685701622,2.125366053,-0.913056495,6.581728449,2.859512225,0.386527426,-0.172145079,-0.195589878,-1.936922517,-0.969366187,0.266698974,0.946101111,0.925545937,-0.170832661,-0.121907958,-0.203058835,-0.069818806,0.259427957,0.276426373,0.20412027,0.259143812,0.332420226,0.370778622,-0.223740977,0.508800701,0.704383069,-0.221571764,0.812838466,-0.443086902,-0.692799427,-1.183982067,-0.201199628,-0.558281673,0.719927919,0.593328377,0.233776691,0.740927304,1.040334978,-0.095946479,1.177789361,-2.457091946,-2.233755259,2.239735126,-0.33924962,0.18302762,0.043579283,-0.589003546,1.689438981,0.276342356,2.892187933,2.260785705,1.418081894,2.776729535,1.138660089,-0.192024402,-0.662335577,-0.69665147,-0.31848404,-0.330114374,-0.335625113,-0.438214449,0.167858572,-0.170478488,2.261102976,0.5,-9.6,79.1063,40.6667,2807,2.0533,0.04,0.33,2.81,0.44,500.9153916,17.6343,71.9,-0.2767,1.7433,3.63,0.16,0.0098,290191.86,-0.0333,0.2333,0.075396555,0.168014784,0.4334,0.1,0.3667,0,0,-0.8266,-0.8367,-0.8634,-1.02,-0.5933,-0.34,-0.2833,0.1,0.2,1.62476,166049.5,0.9667,0.1,-0.9333,-0.0219,0.0103,-0.0036,-0.8,-6.53,1.44,-0.0151
03/01/1992,0.516785966,0.805627888,1.672532466,0.705102843,0.640934976,-0.809784826,0.472235307,-0.340731715,-0.170205015,2.414928996,0.383218498,0.186884731,0.555829254,0.777668183,0.314329931,0.865338933,0.59535963,0.663203757,-0.048359125,-0.314190411,-0.338045332,0.129071983,0.480547106,0.138104143,-0.615106992,-1.206937664,-0.239586286,-0.022430743,-1.315230747,0.009219881,-0.026150455,-0.345384139,0.100051026,-0.342257901,-0.506013471,-0.109899663,-0.264767668,0.341733746,-0.059888929,-0.338739942,0.200963378,0.307702954,-0.215837247,-0.775548492,-0.071946457,0.179221938,-0.017834503,-0.149844891,-0.004631178,0.175848447,0.232004598,0.103088834,-1.352180921,1.060619664,2.122432373,9.302997251,3.220793172,1.129441637,-0.397425278,1.282395715,0.757056241,-0.281335532,-0.255548609,5.754223741,11.63112018,3.686970974,12.24712092,4.711264612,2.977452687,4.685558648,0.545296757,0.848056353,0.551095574,-0.886953984,-0.128550589,-0.546668459,-7.890365546,-6.385475749,-0.099199073,-0.192975432,-0.227951132,0.879002993,0.893514923,0.851042224,0.944655994,0.179412337,0.258489907,-0.194130314,0.641272045,1.460189982,0.079896123,1.509845388,-0.966854247,-0.441646017,-0.536068756,-0.02942771,-0.273531737,-0.1657146,-0.111171267,-0.976511409,-0.174758966,-0.277100824,0.12033002,-0.311142736,0.712491612,-0.271523677,-0.156732136,1.600331979,0.063373194,-1.799987096,-0.052680587,-0.467947287,0.01554994,2.597087927,8.491292185,2.939042856,0.722462613,-4.723940398,1.9444589,-0.33499465,-1.297703859,-0.083137019,-0.010038595,0.024455659,0.8215308,2.70703424,3.022259561,5.564514361,0,1.5,78.741,40.6667,2815,1.9,0.1,0.46,3.41,0.27,489.0614277,16.7229,70.8,-0.13,2.5667,4.2567,0.14,0.0101,284209.46,0.2333,0.2667,0.03111312,0.251387835,0.4,0.4334,0.1333,0,0,-0.7934,-0.6467,-0.59,-0.51,-0.0434,-0.1667,-0.1967,0,-0.1,0.3108,83744.2,1.7666,0.0334,0.03,-0.0129,-0.0203,-0.0027,-0.82,-52.12,-11.15,-0.1776
06/01/1992,0.468393719,0.293820066,0.300472719,0.336515944,0.182482649,2.389132918,1.403206385,2.439481528,1.382269536,1.459939398,-0.084068202,0.314175008,-0.063625663,0.020756836,0.708149796,0.428540203,0.536450012,0.544906847,0.76642152,0.879822473,0.931731751,0.694244868,1.189515076,0.418028062,2.668865017,4.271635549,0.323996164,1.304183628,0.454256569,0.112218604,0.10950075,0.016345629,0.160775188,-0.077152265,-0.040620667,0.099344866,-0.33875518,0.258807438,0.14182482,-0.0219446,0.483839603,0.196223846,0.075493344,-0.601326566,0.007854492,0.125248349,0.074562127,-0.206385901,-0.120559224,0.234460148,0.150978311,0.164752781,0.61560639,-0.827836644,1.067504882,6.227283406,2.266630996,-0.712974501,1.051824122,3.939282871,-0.379105278,0.229131844,0.169519611,-3.206803472,-13.66195839,-1.852339988,-6.171976601,-7.273517998,-1.190734988,-1.762586245,0.340227714,0.383932229,2.624563926,-0.466160538,0.14091028,-2.360643105,5.841521269,4.627770483,-0.008326084,-0.043001245,0.077431027,0.108569762,0.038845193,0.36736003,0.316221273,0.014146932,0.032610813,0.421413458,0.738324305,0.84971011,-0.304390396,0.8495911,-0.857493889,-0.748337947,-0.691131572,0.078296291,-0.404877947,-0.104623391,0.172282589,-0.256260676,-0.150698782,-0.068144537,-0.198006717,-0.093792697,0.648146491,0.572582431,0.895984949,0.611615104,0.862199595,0.682836264,-0.134898736,-1.906760031,0.361189588,-1.634611194,-5.277314038,-0.606002133,-0.554673144,-8.095940342,-0.122855664,-0.386042081,-0.423967124,-0.234803788,-0.412736976,-0.496944144,-0.334511199,-0.194041744,-0.353512795,2.456406154,0.4,-1,79.7422,40.8667,2891,1.7533,0.12,0.54,3.7,0.27,482.5818665,14.7213,78.9,-0.09,2.88,4.5067,0.18,0.0101,284862.73,0.3,0.2333,0.019134789,0.196121919,0.6666,0.2,0.2,0.1667,0.2,-0.2533,-0.2133,-0.1966,-0.1367,0.0734,-0.0033,-0.0733,-0.1,0.1,0.58259,115725.2,1.1667,0.1666,0.06,-0.0023,-0.0267,-0.0026,-0.21,-2.15,-2.25,0.023
09/01/1992,0.427094079,0.46305436,0.916228678,0.457181471,0.258266219,0.343858621,0.495468271,0.974693758,0.659299109,0.016154184,0.275761151,0.048229369,0.018680737,0.911407732,0.679249529,0.20100882,0.461791937,0.47105584,0.332836188,0.417221013,0.448009757,0.25263339,0.552170041,0.025229655,0.858765775,1.771967015,0.301240377,0.550990372,-0.874177282,0.105415857,0.083190634,-0.111098148,0.169851022,-0.147493042,-0.192011539,0.006333439,-0.179858474,0.364828054,0.14136384,-0.021955694,0.34101716,0.342419176,0.218875443,-0.822033065,-0.108123979,0.211789477,-0.079416945,-0.30756092,-0.092967316,0.292123098,0.264556239,0.126843447,0.300346512,0.696031943,-0.579920749,3.021903487,-0.672686147,1.832418242,2.222588934,2.191182841,-0.223242009,0.050698692,0.068331071,1.152568303,4.909426325,1.49608854,2.494241902,-0.361412095,0.984701539,0.76417414,0.491102825,0.699412968,-1.366466799,-1.176012299,0.148922394,3.877700287,1.172968138,0.726320571,0.025396338,-0.308950151,-0.028377581,0.226701974,0.243302867,0.393555445,0.42030559,0.098356911,0.108526197,0.373840764,0.824579028,0.814585598,-0.282558092,0.712537431,-0.563289865,-0.607788231,-0.347184083,-0.265528407,-0.157206853,0.385010131,0.470406208,0.269397093,0.370732925,0.486601161,0.123414656,0.531434072,-5.481420909,-1.864442127,2.234247954,0.279126833,0.440064349,-0.802579164,-1.081825198,0.432411952,0.490377462,1.749072746,1.437234782,1.071562942,2.124246221,-2.169734622,-0.061558406,-0.438438983,-0.588102993,-0.35350358,-0.198169035,-0.124556494,-4.218638953,0.733888494,0.426757695,2.182179661,0.3,5.7,79.9442,40.7667,2893,2.0867,0.07,0.33,3.53,0.27,484.4714103,14.6513,76.1,-0.1733,2.35,4.7233,0.1,0.0112,311377.32,0,0.0333,-0.072822307,0.105191751,0.0334,-0.1,0.1334,-0.0334,-0.0666,-0.5133,-0.5967,-0.6467,-0.8033,-0.76,-0.2967,-0.4267,0,0.1,0.31864,80933.6,0.2667,-0.1666,-1.0433,-0.0021,-0.0066,-0.0014,-0.6,90.69,59.31,-0.0393
12/01/1992,0.450693993,0.514569776,0.85279978,0.480592356,0.433789625,1.305259185,1.251527199,1.568629207,1.123222936,1.625866261,-0.005019102,0.728030156,-0.032783643,0.218403696,1.02740164,0.197348856,0.537341869,0.517132958,0.456290241,0.52789684,0.542521653,0.453905659,0.60655987,0.074097284,1.140540134,1.081989469,0.330081355,0.557059778,2.31530513,0.163738222,0.195041111,-0.073360015,0.203877338,0.00525286,-0.118246945,-0.008445213,0.318189275,0.29950218,0.250669374,0.224525901,0.517574204,0.394338202,0.353334807,-0.170558344,0.028859458,0.013826631,0.05416382,-0.118521663,-0.275417895,0.124131215,0.049904939,0.0294908,-1.895655175,-1.246370107,-0.778755799,-0.456792025,-1.547269205,-0.512117444,-3.437377014,-3.423303482,0.571433945,0.269065592,0.275772264,1.608679588,-6.797949191,1.917839615,-0.456889062,4.369582782,2.771510408,0.40211734,0.616171899,0.875785951,1.108200661,-0.721709836,0.22757192,2.985416719,-2.668925668,-2.769217323,-0.090005332,-0.0450331,-0.152934221,-0.093968897,-0.083040621,0.261284402,0.247852946,-0.002714052,-0.027106135,0.926948839,0.985117029,1.35837435,-0.073179804,0.515147945,-0.430484396,-0.551417246,-0.392997614,-0.008400743,-0.131342992,0.693600602,0.454517668,0.257171045,0.733504271,0.950370921,0.02257191,1.052994613,2.788080633,-0.656678237,-8.152051227,2.108776788,0.339164021,2.692124503,1.238758434,-6.971865204,0.258640189,-0.114461553,1.445933709,3.126222381,1.30901397,1.058570745,-0.061645785,-0.591556681,-0.624453852,-0.224511911,-0.320824059,-0.366473331,3.930981261,0.672177835,0.508164316,0.534870091,0.3,0.3,80.0059,40.8667,2976,2.1267,0.18,0.49,3.67,0.48,490.4895516,14.1467,83.2,0.0333,2.87,4.9867,0.52,0.0102,282964.56,-0.3333,-0.2666,-0.206064079,-0.014253435,-1.0334,-0.2,-0.1667,0,0.0333,-0.22,-0.0133,0.0967,0.1466,0.1266,0.0433,0.1667,-0.1,0,0.62454,123801.1,0.5333,0.0333,0.3,0.0181,-0.0034,-0.0015,0.2,-112.61,-62.11,-0.0402
03/01/1993,0.072640247,0.166199627,0.417918287,0.165791214,0.044777469,1.012005996,0.323863588,0.814861366,0.429259416,0.027822201,-0.542147861,-0.164224492,0.152212635,0.098651896,0.930277106,0.162182246,0.008415151,-0.028229428,0.383068144,0.335603248,0.305548026,0.382161547,0.865812889,0.237008898,1.029488086,0.995019698,0.043435582,0.581623241,-0.263661393,0.254199958,0.281071905,0.097498417,0.266124083,0.206978769,0.080326064,0.122289462,0.678939895,0.33434058,0.275382657,0.049131429,0.589537554,0.15281169,0.501263719,-0.321621658,0.21126896,0.125007736,0.276534271,-0.062691879,-0.1501118,0.175788427,0.179948602,0.169123802,0.690272774,-2.235339993,-3.556878303,-4.10519026,-2.761546348,-0.562752608,1.301300953,1.790369865,-1.164098441,0.320396675,0.386251109,-2.199733069,-4.844676395,-0.574218786,-0.358721595,-5.721115342,-0.585198724,-5.599519411,0.450503737,0.538739644,-0.135882388,-1.055702756,0.553381772,-3.383238567,-2.720243031,-1.71281022,0.046680099,-0.121256088,-0.009310189,-0.547592197,-0.4693587,-0.377843198,-0.348864932,0.103556469,0.054736975,0.705120918,0.618509035,0.505645491,-0.440470224,-0.090639086,-0.539621621,0.356277781,-0.068455216,-0.261706513,0.21583837,0.202591987,-0.218047857,-0.38023155,0.272172804,0.374111128,-0.253764754,0.424577571,3.476451052,-0.749608527,-2.815910404,0,0.484250238,-0.17209323,-0.53484983,-1.81637626,0.438852979,1.5753455,0.381195896,-0.526417806,-2.603901053,0.415326642,0.612555263,-0.149156809,-0.209853001,-0.494102958,0.008857079,0.245216161,-1.454342869,1.876162733,1.213500016,0.109141831,0.5,-12.5,80.4322,41,3009,2.1233,0.13,0.45,3.32,0.24,491.733355,13.4531,87.3,-0.08,2.4433,4.6933,0.16,0.0107,289290.67,-0.0667,-0.2334,-0.108278723,-0.147962656,0.2334,-0.2667,-0.2333,0,0.2,0.0033,-0.11,-0.16,-0.1566,-0.4633,-0.29,-0.4667,0,0.1,0.34401,42044.9,-0.5667,0.1667,-0.4234,0.0145,-0.0066,0.0001,-0.35,29.6,23.83,-0.1103
06/01/1993,0.252207886,0.393252858,1.385915166,0.218713438,0.344831062,0.249144181,0.77413973,1.704343389,0.845227547,0.575590239,0.003884266,1.151388777,0.349380383,0.517297283,0.888105597,0.134152461,0.235725458,0.269337852,0.098812962,-0.049488393,-0.106491155,0.185223153,0.461146332,0.060597661,0.209355581,0.323033799,-0.221910211,0.289409293,-0.508136782,0.233997702,0.259037835,-0.095770792,0.289243689,0.014373387,-0.169589097,0.010525633,0.45801317,0.444961008,0.37096235,0.130746056,0.49324716,0.488102876,0.250141506,-0.345713197,0.164768537,0.113193341,0.18103924,0.095439554,-0.193093818,0.213890708,0.156369828,0.240451461,-0.387474401,0.655139226,0.962376036,-3.868630843,0.029234194,-0.505707695,-1.39044799,-0.695130812,1.391022423,0.469107675,0.504135496,3.511481069,8.543044099,-0.451924712,0.102796787,1.952202039,3.190401466,8.220639291,0.200922781,1.002823344,0.456190443,-0.845647483,0.276465725,2.059033028,0.273860187,-0.467431798,-0.117464151,-0.089974934,-0.004258698,-0.001578994,0.035919611,-0.268271766,-0.199367344,0.54620834,0.577826833,-0.303421235,0.823992477,0.878315687,-0.120853734,0.333396123,-0.732338106,0.205011672,-0.047676654,0.163781028,0.137569847,0.151636813,0.376982168,0.242827752,0.114451315,0.163170187,0.120686445,0.153144683,-1.255688324,-4.089899313,1.603873118,0.295019503,0.154758104,-0.516402331,-0.44302392,0.261462533,0.417269856,-2.152083205,-2.110803505,-0.187330751,1.507007747,6.793718437,0.182094389,-0.049832992,0.174156321,-0.328163961,0.017970397,0.178324867,0.682776095,0.303284079,0.093502723,-1.71124629,0.4,-4.1,80.3308,41.1,3090,2.15,0.11,0.41,3.02,0.21,491.5103316,13.1128,82.5,-0.0333,2.1833,4.4067,0.18,0.0105,282634.41,0.1333,-0.0666,0.051184851,-0.13201419,-0.0334,-0.1333,-0.0334,0.1,0.1,-0.04,0.0067,-0.0067,-0.0267,-0.29,-0.3266,-0.2633,0,0.1,1.04867,135167.7,-0.4,0.1666,-0.3,0.011,-0.0067,-0.0007,-0.02,-12.2,-7.17,-0.0065
