sasdate,GDPC1,PCECC96,PCDGx,PCESVx,PCNDx,GPDIC1,FPIx,Y033RC1Q027SBEAx,PNFIx,PRFIx,GCEC1,FGRECPTx,SLCEx,EXPGSC1,IMPGSC1,DPIC96,OUTNFB,OUTBS,INDPRO,IPFINAL,IPCONGD,IPMAT,IPDMAT,IPNMAT,IPDCONGD,IPB51110SQ,IPNCONGD,IPBUSEQ,IPB51220SQ,PAYEMS,USPRIV,MANEMP,SRVPRD,USGOOD,DMANEMP,NDMANEMP,USCONS,USEHS,USFIRE,USINFO,USPBS,USLAH,USSERV,USMINE,USTPU,USGOVT,USTRADE,USWTRADE,CES9091000001,CES9092000001,CES9093000001,CE16OV,UEMPLT5,UEMP5TO14,UEMP15T26,UEMP27OV,LNS13023621,LNS13023557,LNS13023705,LNS13023569,LNS12032194,HOABS,HOANBS,HOUST,HOUST5F,PERMIT,HOUSTMW,HOUSTNE,HOUSTS,HOUSTW,CMRMTSPLx,RSAFSx,AMDMNOx,AMDMUOx,INVCQRMTSPL,WPU0531,WPU0561,OILPRICEx,AHETPIx,CES2000000008x,CES3000000008x,COMPRNFB,RCPHBS,OPHNFB,OPHPBS,ULCBS,ULCNFB,UNLPNBS,AMBSLREAL,M1REAL,M2REAL,MZMREAL,BUSLOANSx,CONSUMERx,NONREVSLx,REALLNx,TOTALSLx,TABSHNOx,TLBSHNOx,LIABPIx,TNWBSHNOx,TARESAx,HNOREMQ027Sx,TFAABSHNOx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,IPMANSICS,IPB51222S,IPFUELS,CLAIMSx,BUSINVx,PERMITNE,PERMITMW,PERMITS,PERMITW,NIKKEI225,TLBSNNCBx,TTAABSNNCBx,TNWMVBSNNCBx,TLBSNNBx,TABSNNBx,TNWBSNNBx,CNCFx,S&P 500,S&P: indust,S&P PE ratio,A014RE1Q156NBEA,A823RL1Q225SBEA,CUMFNS,AWHMAN,HWIx,BAA10YM,TB6M3Mx,GS1TB3Mx,GS10TB3Mx,CPF3MTB3Mx,NWPIx,VXOCLSx,UMCSENTx,TB3SMFFM,T5YFFM,AAAFFM,COMPAPFF,TLBSNNCBBDIx,TLBSNNBBDIx,CIVPART,UNRATE,UNRATESTx,UNRATELTx,LNS14000012,LNS14000025,LNS14000026,AWHNONAG,AWOTMAN,FEDFUNDS,TB3MS,TB6MS,GS1,GS10,AAA,BAA,B020RE1Q156NBEA,B021RE1Q156NBEA,GFDEGDQ188S,GFDEBTNx,UEMPMEAN,CES0600000007,GS5,HWIURATIOx,ISRATIOx,CONSPIx,CP3M,TNWMVBSNNCBBDIx,TNWBSNNBBDIx,S&P div yield
06/01/1974,0.103099377,0.156088237,0.24193147,0.43247326,-0.287865017,-0.173699691,-0.53436169,-0.068985023,-0.074703034,-1.789103567,0.217020075,0.722470641,0.533842244,2.067691158,2.241819854,-0.405822272,-0.013726555,0.063406702,0.025600752,0.165680371,0.18092403,-0.067506007,-0.039755477,-0.333150524,-0.021716549,1.06739129,0.271583352,0.143496263,3.116237806,0.163489295,0.137790145,-0.104421004,0.291934889,-0.133337532,0.018805783,-0.30289876,-0.484482428,0.469928063,0.245486422,0.046753534,0.337596532,0.343380712,0.471415194,1.135729101,0.229805681,0.279900871,0.297988859,0.292818452,0.356692145,0.424175079,0.20166592,0.062229325,0.274870247,1.502411466,3.842340259,3.395636487,-1.146573548,5.324551062,-0.680880716,-0.477626397,-0.758656615,-0.083785518,0.115005151,-1.979501587,-8.574889371,-7.47256298,-0.287745311,-6.02038411,-2.821227561,0.684661215,-0.214635195,1.439984291,0.948635015,1.913230388,0.71175892,0.65162313,0.665861932,-1.06423334,-0.099603611,-0.284805632,0.074787716,-0.025781431,0.182885252,-0.128633988,0.147125896,1.182009983,1.250297294,2.121134145,-0.04035876,-0.739325918,-0.626914835,-0.818801864,1.984333938,-0.340744813,-0.399302407,0.587343313,-0.305838749,-1.036354766,0.289170713,0.694986528,-1.208890954,-1.01740572,-1.092368293,-1.222815508,-3.209196765,-1.608084483,2.186186652,-0.651878121,-0.055177086,2.382206279,4.427360414,-1.861720894,2.057677504,-7.402007586,-8.757501101,-10.21465239,-2.237003902,1.813150468,0.492588814,1.078091307,0.933420329,1.064930523,0.094549779,-0.202678843,-2.367902251,-2.344089648,-1.91264537,-4.742492451,1.1,-1.4,85.7381,40,3769,1.52,0.13,0.54,-0.61,2.49,463.327347,23.7033,72.1,-3.0967,-3.1833,-2.8867,-0.61,0.0089,334581.43,-0.1666,0.0667,0.047344395,0.028656701,0.5333,-0.0333,0,-0.1,-0.2667,1.9267,0.5366,0.8,1.3367,0.49,0.4666,0.52,0.5,1.1,-0.76987,-49529.6,0.1,-0.3667,1.04,-0.0054,0.0103,-0.0009,2.14,123.36,52.36,0.2644
09/01/1974,-0.412418426,0.186156425,0.244513278,0.228376629,0.092233686,-2.311301729,-0.72075245,0.210173116,-0.445426036,-1.496504555,0.086449748,0.384764604,-0.078239394,-2.405162141,-0.765744272,0.039227909,-0.597167777,-0.604737652,-0.171515998,0.187710672,0.04879773,-0.30300164,-0.488298395,-0.41296934,0.274133249,1.807364492,-0.050143753,0.508914794,-0.031198036,0.060804923,-0.012835924,-0.281248439,0.287627168,-0.470550917,-0.243851883,-0.3417737,-1.604900888,0.491931716,0.147346885,-0.046753534,0.31097792,0.295942607,0.473272919,1.031354625,0.168797966,0.392286308,0.263567123,0.238465252,0.308459349,0.43432149,0.405700444,0.12252928,3.252492667,3.639051272,3.132111654,3.448288437,4.388568016,4.085200902,1.93648441,3.322887513,3.585346601,-0.24402389,-0.152971391,-10.03628809,-21.65461104,-10.0577849,-7.060538439,-7.918124605,-13.08538095,-8.916767419,-0.541310763,1.392522483,1.081488839,2.113888416,0.176606307,0.296106306,3.508229523,-1.224693284,-0.24534059,0.065800524,0.189163929,0.06599505,0.178952069,-0.444473408,-0.361157803,1.74460835,1.715642007,0.633685577,-0.356720193,-0.821653691,-0.742207084,-0.841724858,0.817485554,-0.835144277,-0.694832576,-0.102874389,-0.500500685,-1.384035931,-0.058528378,-0.097748388,-1.562678931,-1.578726712,-0.812641063,-1.923040885,0.053923381,2.640447616,-0.857988403,0.691744005,-0.163693003,-0.418112861,0.654458635,5.267423783,2.378048206,-9.857706798,-4.556275444,-13.15173514,-10.73412279,-3.609290536,0,1.051975784,1.181431004,0.325268346,0.415833568,0.443926113,-6.799882225,-8.52411628,-7.888659265,-10.70427787,0.4,2.6,84.7651,40.1,3453,1.8467,0.34,0.82,-0.23,3.5,446.5489146,33.5363,64.4,-3.9,-3.63,-3.1033,-0.4,0.0105,394233.27,0.1666,0.4333,0.39261489,0.029324672,0.9,0.3,0.5,-0.0333,0.1,0.84,0.0367,0.2467,0.32,0.42,0.6234,0.7467,-0.2,0.1,-0.13193,-20897.6,0.0667,0.1,0.3933,-0.1258,0.0173,-0.0025,1.05,340,195.39,0.9608
12/01/1974,-0.1688956,-0.639499723,-4.363252152,0.442344614,-0.787888037,0.262773744,-2.413647607,-1.806693339,-1.156660233,-6.091910079,0.207609105,-1.797695992,0.016139295,1.119804265,-0.433128182,-0.05805451,-0.326927421,-0.302743135,-1.759197624,-1.105293162,-1.541367979,-2.236115585,-2.279446642,-2.780868142,-3.231820066,-2.918091599,-0.820723541,-0.481893115,-0.015873295,-0.243361867,-0.419814864,-1.252540038,0.162164581,-1.21700589,-1.309028178,-1.161168147,-1.347266362,0.301631737,0.025106479,-0.558216824,0.067205728,0.09207036,0.276007699,0.300939638,-0.051584485,0.538531456,0.019066563,0.027722768,0.025187217,0.71591259,0.648110584,-0.245405285,5.407799258,8.827557195,9.415414417,6.875207988,11.7345372,2.545016437,1.79987287,5.335961049,5.678967647,-0.650163219,-0.723741836,-6.998671032,-15.33843092,-4.700109341,-3.16997127,-8.535604948,-9.144711731,-6.787445078,-1.874556093,-1.079723227,-6.440337615,-0.675636319,0.957605625,2.883695384,-0.717492401,3.242902631,-0.216640271,-0.055520654,0.128144105,-0.130200698,-0.244498281,0.396937592,0.347974535,0.722483911,0.786786884,2.19904319,-0.408926854,-0.79387056,-0.65460977,-0.727730769,-0.081482444,-1.028318633,-1.120768473,-0.404664848,-1.012319128,0.081683406,-0.231358514,-0.173301333,0.124439865,0.047868993,0.179905334,-0.026632896,-3.516160939,0.363649543,-0.397195038,0.234026366,-1.945820533,-0.008738735,0.002866949,13.43287954,2.328821747,3.796232217,-4.87250064,-9.576867966,-3.888045117,-5.631689768,-5.013329062,0.954531791,2.964456629,-0.257339393,-0.081320776,-0.027007988,4.091575495,-3.061477016,-4.104654653,-4.913285327,1.3,4,80.5247,39.6,2857,2.9,0.1,0.31,0.31,1.87,448.4291351,29.2991,59.5,-1.9867,-1.6933,-0.33,-0.12,0.0085,356668.03,-0.0666,0.9667,0.902259122,0.069891115,1.5,0.9333,0.9,-0.3,-0.4667,-2.7433,-0.83,-1.07,-1.3367,-0.2933,0.03,0.76,0.4,-0.1,-0.06501,-3799.6,0.1,-0.3666,-0.8067,-0.1953,0.0998,-0.0035,-2.46,-51.89,-115.07,0.3841
03/01/1975,-0.531910983,0.362743329,0.881183288,0.404593922,0.075378622,-7.627913665,-2.565646244,-3.292286295,-2.551100514,-2.579831442,0.470399773,-1.95710028,1.265528219,0.301852125,-4.592221246,-0.065379488,-1.04462794,-0.80345706,-2.96885421,-2.918266229,-2.746768044,-3.044606893,-4.807797513,-4.190488358,-5.786361019,-6.747909696,-1.547403851,-3.655525926,-0.377652409,-0.688307212,-0.974629565,-2.41916762,-0.066361979,-2.243932386,-2.673590555,-2.01144889,-2.10654191,0.195477432,-0.111297424,-1.298548935,-0.242912366,-0.208092714,0.192165326,1.018868796,-0.467969215,0.544732163,-0.288916331,-0.444940231,-0.015110275,0.869450884,0.61355124,-0.622193326,2.525981831,13.08486143,19.17562656,18.90375863,15.80156976,4.571348798,-1.019348299,0.945162869,7.592225163,-1.405239495,-1.387657644,-2.056047373,-0.65417968,-5.849338644,-3.646183894,2.906379044,-0.914337944,-5.539920141,-1.756286157,1.131659121,-5.11479119,-2.484031763,-0.678463431,3.290580524,-0.705765603,-0.841896527,-0.245216709,-0.005241582,-0.013581717,0.380695686,0.485108757,0.342554168,0.601397268,0.802351522,0.955511705,2.146533146,-0.346513327,-0.650692064,-0.100502464,-0.164882734,-0.901895983,-0.990192229,-0.79170806,-0.373576331,-0.84408982,0.967523774,-0.882394184,-0.817015951,1.213110521,0.961592768,0.984771345,1.074034661,-4.228116564,-1.003777923,1.155439388,0.542656352,-3.679641207,-0.527327038,-0.137158673,7.178747216,0.836846291,-16.29011632,-4.753624065,-5.393997165,-1.264714966,3.462338632,11.9406248,0.505419066,-2.935362465,-0.116177376,0.075240191,0.134202325,7.622121444,5.513554837,5.459634355,5.008445591,-0.6,-4.1,73.5688,38.9667,2408,3.1067,0.12,0.56,1.79,0.85,461.8263979,23.8824,57.6,-0.5533,0.97,2.4033,0.3,0.0094,298456.58,-0.0667,1.6667,1.395571294,0.265260322,1.8667,1.7,1.6334,-0.3,-0.4333,-3.0434,-1.61,-1.59,-1.3666,-0.13,-0.31,0.0767,0.2,-0.8,0.73836,27756.5,1.5333,-0.6667,-0.38,-0.1589,0.0655,-0.002,-2.63,-425.86,-183.21,-0.543
06/01/1975,0.309218951,0.708545989,0.813005005,0.516095925,0.947005251,-1.312569709,-0.5187837,-0.921737764,-1.056275743,1.168846367,-0.368592957,-6.120170657,-0.314064779,-1.284849365,-3.622236097,1.963822681,0.287788709,0.343926779,-0.590379745,0.25854767,1.117661169,-1.114911153,-2.110223552,-0.189334612,2.456250084,5.326450916,0.605825661,-1.787901669,0.813308747,-0.236546886,-0.358476316,-0.861798377,0.073671242,-1.042487113,-1.230274769,-0.282153753,-2.164957185,0.282287614,0.032341653,-0.547437259,0.048209657,0.131819668,0.266250693,0.255571813,-0.135304421,0.275693718,0.068213274,-0.174485915,-0.005038934,0.214668931,0.390487814,-0.012721856,-2.829583261,0.246930369,13.37061738,20.1592425,6.421841636,2.835028283,2.67837314,-0.238981137,-1.039952439,-0.354478658,-0.4019803,4.01913687,-6.293740149,10.02686311,-0.341965926,-3.743609518,3.44065643,14.54944915,-0.426280026,1.443981131,-0.600548136,-2.646879536,-0.659694075,5.607463053,1.835355472,-0.656343329,-0.159601049,0.12306345,0.002909061,0.397810808,0.378105046,0.690506897,0.698424339,0.199169633,0.227034431,1.378828449,0.165334695,0.132575379,1.041829252,0.823029674,-1.578096343,-0.969933161,-1.03600924,-0.282745412,-0.958607959,1.045332313,0.195870031,-1.767954957,1.154197722,1.082489627,0.937433901,1.169006882,0.45371103,-0.108688359,-1.256242795,1.005933408,-0.75163065,2.22976255,-1.683319443,-2.943170205,-0.272244511,10.13415176,10.5891231,10.90010576,8.555085668,4.196385094,0,0.428583559,0.722666213,0.415717769,0.539798857,0.57781222,3.028758072,5.314803014,5.670743661,5.645345937,-0.8,-3.9,71.9389,39.0667,2402,2.58,0.34,1.13,2.66,0.43,453.296622,19.888,72.8,-0.0267,2.32,3.4533,0.41,0.0087,281028.72,0.1333,0.6,0.172113472,0.439103503,0.8,0.7667,0.3333,0,0,-0.8833,-0.3567,-0.1334,0.22,0.51,0.1666,-0.0167,-0.4,-0.7,0.74213,61287.3,2.4667,0.2,0.4667,-0.0246,-0.0104,-0.0045,-0.77,-80.03,-53.42,-0.487
09/01/1975,0.737073183,0.612893895,2.620936367,0.205335575,0.419510594,3.242756765,1.035296182,0.528930654,0.460360425,2.749538542,0.80381012,6.337500747,0.55185312,-0.738864005,3.468203309,-0.635955795,0.92061057,0.912857246,1.05356275,1.289536912,1.942221083,0.930703097,0.702618146,2.741099773,3.469404438,3.784401206,1.331641778,-0.10163739,0.324345928,0.291443517,0.326369257,0.182177566,0.345522873,0.148805039,-0.142359373,0.682387682,-0.089866148,0.632440489,0.236439055,0.049411105,0.495849173,0.572704323,0.62168691,0.506686262,0.324952968,0.145479439,0.530160269,0.264528135,0.211091359,0.009111847,0.17334492,0.407279119,-1.34745394,-5.480658497,-3.255034422,12.43239813,-1.569854062,-1.509429756,-1.051611869,3.368314869,-3.962995832,0.442146672,0.393729503,6.712054218,12.43034022,5.274274807,10.3835213,7.100345004,6.311906353,3.45182379,0.8437065,1.625733288,3.173994653,-1.397917573,-0.151901988,1.457578554,1.675459484,-0.64764145,0.056121192,-0.241873733,0.214593115,-0.103452908,-0.264892807,0.52643476,0.470907721,0.126058474,0.234108834,1.364450879,-0.215063067,-0.052426611,0.692644479,0.48002022,-1.332367824,-0.457450804,-0.685278333,-0.573219093,-0.525204171,-0.541585712,0.543580704,1.179534716,-0.681095405,-0.507832563,-0.63994028,-0.615138362,2.454786307,0.841752427,-3.834959246,0.376564383,1.360519679,-0.559683319,1.891824163,-5.485330136,0.147740942,2.981644228,6.585691146,4.344188045,6.240662038,-2.884509112,0.277505405,-0.071137523,-0.448286562,-0.089477492,-0.061746871,-0.053319086,0.374442364,-0.712793721,-0.802356057,0.231044951,-0.1,10.7,73.8514,39.6333,2561,2.2867,0.46,1.19,1.97,0.24,452.825751,22.2688,75.7,0.17,2.0467,2.7533,0.41,0.0087,278042.7,-0.0666,-0.4,-0.748680568,0.387678104,-0.1,-0.3,-0.5333,0.1666,0.3333,0.74,0.9367,1.0534,0.9933,0.2467,0.04,-0.0467,-0.5,0.1,0.10226,36534,1.7,0.5333,0.4667,0.0306,-0.0585,-0.0037,0.74,-27.54,-9.02,0.0853
12/01/1975,0.580878709,0.464517719,1.248665687,0.619726282,-0.105052305,1.195658994,0.854453713,0.635593232,0.515145139,1.816532675,0.378822757,0.509318082,0.576891193,2.388526969,2.258468006,0.338182329,0.782284265,0.732869921,0.93703988,0.725334575,0.798286792,1.16396318,1.060834737,1.947173788,0.8556976,0.419196229,0.772971085,0.687232885,-0.715359175,0.391098014,0.439289669,0.635491312,0.284950154,0.670463,0.434156219,0.941088524,0.85432506,0.3673088,0.29197539,0.260246184,0.39830759,0.362194695,0.367453202,0.589670335,0.265415175,0.188688469,0.341514506,0.357935468,0.105162164,0.263401797,0.189063771,0.181802541,-0.643411001,-0.424192807,-6.305494823,1.974839432,-4.114366973,0.632794222,2.899229257,1.177932328,-0.752583583,0.621953224,0.742448427,3.073462777,-0.383203443,2.985033165,2.024442793,-1.36725218,4.467964216,4.227895194,0.400781179,0.84402968,-0.899799854,-1.52957752,-0.155297664,0.225893224,0.413066757,-0.700891536,0.021110423,-0.448033001,0.054723028,-0.091889244,0.053358921,0.039689388,0.111071663,0.736158936,0.660020484,0.545662228,-0.182842734,-0.499864887,0.243811732,0.014247727,-0.757628909,0.111455909,0.017995767,-0.216701703,0.072524626,0.572462279,0.664962048,0.326777636,0.560381747,0.634198492,0.391831225,0.6591976,-0.28420591,0.784114504,-1.770835311,-0.563944132,1.100368397,-1.333854527,0.289111011,-4.909448894,0.414635386,-0.309842726,2.748289029,3.532086056,4.078086606,0.689638019,-0.138531053,0.071137523,0.146270178,0.029282708,0.113892216,0.139575799,2.273458841,0.732292134,0.661898076,2.461855938,0,1.3,75.326,40,2663,2.5167,0.34,1.05,2.44,0.38,455.148531,18.7285,75.6,0.2133,2.43,3.3967,0.59,0.0083,264040.07,-0.1334,-0.1667,-0.278752421,0.070544848,-0.7667,-0.1667,-0.0334,0.1,0.0667,-0.7467,-0.7033,-0.82,-0.84,-0.2334,-0.1033,-0.0033,0.3,0.2,0.34967,47028.1,0.6,0.2667,-0.3634,0.0205,-0.0172,-0.0012,-0.57,-68.83,-43.69,-0.0995
03/01/1976,0.965805385,0.859755196,2.13519441,0.502854542,0.873447092,4.000326898,1.740618757,0.55819755,0.920486257,3.945036324,0.068233438,1.747215301,0.486447477,-0.300836913,2.638997403,0.521293799,1.346956488,1.242525669,1.315451532,1.000461263,0.949149859,1.635218684,2.450806321,1.169126244,1.595874108,1.522458813,0.675750852,1.223774856,0.957428507,0.578008655,0.671477275,0.83422071,0.481233946,0.830559331,0.974383865,0.621851458,0.904647554,0.61047707,0.275923139,0.578186192,0.590694606,0.710382449,0.601222878,0.423877588,0.61700459,0.182074183,0.710730941,0.452421338,-0.190479339,0.230299669,0.286135066,0.592756343,-1.390447034,-5.321825139,-7.308932188,-0.985688471,-5.727451818,-0.182030783,-1.451154373,-0.033217302,0.488452322,0.620968752,0.70869303,3.132061961,-0.128496,3.19870522,3.786013832,6.122100971,2.820212752,1.436894762,1.581916,1.468292346,3.456357078,-1.018344683,0.530021333,0.987637218,-2.565745537,1.62613904,0.025464891,-0.110254022,0.322171119,0.33063553,0.435087764,0.637965585,0.62142904,0.308303104,0.187740669,0.98719005,0.066579635,0.133860859,0.863756018,0.846421384,-1.013440585,0.300244647,0.530637396,0.307736719,0.381597755,0.69274787,-0.117152437,-0.638450603,0.797497071,0.857165246,0.206774262,0.919753634,-1.174311743,-0.181771602,-0.928455868,-0.962309423,1.425608361,0.580567706,1.513516516,-4.436424373,0.647773948,0.103516378,3.30251906,3.49875516,4.04772096,3.204347952,0.688278244,0.494726485,0.793870521,0.668113205,0.443722145,0.375257237,-0.367560228,4.79678408,4.890719868,6.229219871,0.8,-3.9,77.3574,40.3,2870,2.5033,0.34,1.06,2.84,0.26,458.0523574,18.6859,84.6,0.09,2.64,3.73,0.35,0.0085,270412.32,0.1667,-0.5667,-0.486454199,-0.049629197,-0.3666,-0.7667,-0.3333,0.1,0.2667,-0.5866,-0.71,-0.7067,-0.7033,-0.31,-0.2533,-0.3233,-0.2,0.3,0.25503,59242.4,0.3,0.3,-0.3766,0.0491,-0.0414,0.0005,-0.82,37.17,14.97,-0.4352
06/01/1976,0.317476696,0.39774658,0.206698588,0.288039442,0.663509264,1.685784426,0.71188539,0.808341304,0.572940331,1.067056315,-0.48591461,0.517742285,-0.767291077,0.435596754,1.841299412,0.245963854,0.423614887,0.382675785,0.551517076,0.355741684,0.297484199,0.708211853,1.453128063,0.371676848,0.116734608,-0.186228815,0.374274882,0.89046279,0.968147633,0.295361726,0.368455226,0.359992605,0.320663676,0.229527733,0.608622623,-0.021005569,-0.374649488,0.53637658,0.326710436,0.324025377,0.470063095,0.503973219,0.541204897,0.157893536,0.403518137,-0.017399619,0.468626292,0.369229319,-0.287296181,0.367745221,-0.070132845,0.446099556,1.789871729,1.476813868,-6.373546714,-6.030399218,-0.067285676,-1.445078692,1.880500081,-0.01661569,-1.097582857,0.09928812,0.01728747,0.230290255,7.864480246,-0.430425455,2.488930094,-5.753252727,-2.050072135,4.16262396,0.633710802,0.997542113,1.496252176,-0.065442885,0.804630987,3.408009384,-1.07937033,0.96327239,0.182394411,0.431349401,0.266757014,0.424142453,0.392626477,0.40639476,0.28356981,0.49552737,0.404008488,0.598587426,0.537150277,0.349434227,0.898058538,0.863347561,-1.2566158,0.551257863,0.46402685,0.854829731,0.491321396,0.758158106,0.95507092,0.709115125,0.732895869,0.587492312,1.262518477,0.610723649,-1.432575183,-0.454743566,-4.411445049,-0.71269535,0.705410001,0.417288516,1.793749834,2.940428652,1.134479513,-0.520129834,-1.105628838,-0.038663228,-0.239721596,0.375751473,0.677540235,0.766217036,1.107940339,0.669272681,1.036054206,1.147747418,0.092778276,0.912565986,0.999011303,0.790211289,1.2,-1.4,78.0885,40.0333,2970,2.1233,0.37,1.12,2.62,0.3,463.2170486,16.6676,83.3,-0.04,2.2867,3.3367,0.26,0.0086,274025.84,0.2333,-0.1666,0.022451715,-0.219323877,-0.3,-0.0666,-0.3333,-0.1333,-0.1,0.37,0.24,0.2633,0.3033,0.02,-0.0234,-0.36,0,0.3,0.50951,50134.5,-0.5334,-0.2,0.0166,0.0206,0.0035,0.0007,0.27,33.3,21.69,-0.0291
09/01/1976,0.237654839,0.454859265,0.498191543,0.522003443,0.331999815,0.151072692,0.487946197,1.167755829,0.939391237,-0.681316407,-0.127270902,0.495050761,-0.289398578,1.243936654,1.736671127,0.337531824,0.278386434,0.261556671,0.576726481,0.429301759,0.352126102,0.573638411,1.026509065,0.314984045,0.450335715,0.286440189,0.309419527,0.994321983,0.355195578,0.211721253,0.249205233,0.173124453,0.255590258,0.097248717,0.318712212,-0.052558731,-0.286113238,0.452394176,0.313848352,0.226070669,0.378357625,0.336905901,0.43842516,0.174764876,0.262170165,0.050246462,0.300263245,0.16545071,-0.121537713,0.651553662,-0.116049641,0.279506848,1.246095133,3.245366704,8.519827378,-2.781785234,0.437470799,2.850974108,4.269035651,0.920918033,0.653763441,0.202414389,0.173159401,3.102044964,3.752000984,6.004179426,2.670096045,-1.116021296,4.255601041,3.583842523,0.509146993,0.641946976,1.066821072,-0.219966889,0.670555247,3.396970692,0.768387062,1.324780441,0.155364253,0.0930555,0.405303503,0.214478883,0.114336618,0.105729507,0.059138732,0.742802198,0.796913798,0.277380084,-0.090443443,-0.249308654,0.451601111,0.15721291,-0.262790877,0.492857755,0.197753411,0.207422601,0.361689294,0.188267631,0.666522775,0.328994102,0.126353655,0.181802325,0.207177351,0.16416871,-0.277561178,-1.211026608,-0.99970829,-0.066585767,0.643623302,0.327639626,0.394508139,1.157000447,1.237389916,5.681324049,5.223313186,4.72245766,8.024838256,1.035889658,0.534523033,0.617003328,0.480248334,0.460357906,0.452114481,0.449729615,0.56634058,1.138691687,0.976546747,-0.483802603,1.1,0.6,78.6823,40.2333,2973,1.89,0.26,0.86,2.58,0.26,460.9701447,16.2291,89.7,-0.1333,2.0267,3.18,0.13,0.0086,273357.87,0.2,0.1666,0.269792069,-0.096719425,-0.0334,0.0333,0.4,-0.0333,0.1666,0.0866,-0.0067,-0.1133,-0.2667,-0.0433,-0.07,-0.2767,0.1,0.4,0.14869,16103.1,-0.4333,0.1,-0.1733,-0.0123,0.0069,-0.0006,-0.04,-2.85,-2.42,-0.0152
12/01/1976,0.313661316,0.559866457,0.683100645,0.591191004,0.454981931,0.323694568,2.013744152,1.2048337,0.831165861,4.962720544,-0.026635414,0.039474769,-0.12952705,0.438391373,1.414011037,0.274671899,0.359774177,0.367970966,0.776381378,1.049171496,1.016216249,0.534197954,0.278420412,0.501938344,1.865717619,2.786858034,0.649034509,1.396462923,2.368136748,0.263614524,0.278907206,0.134723732,0.280046452,0.220628933,0.107966501,0.176346432,0.467925506,0.398209517,0.490617018,0.190898297,0.37508982,0.292355692,0.402275198,0.948842251,0.21252237,0.197523177,0.238181855,0.235004666,0.015210828,0.672254919,0.078489931,0.197951784,-0.378083344,1.283783542,-1.053050367,1.249605922,-0.161075919,0.599239431,-3.053806725,2.956163512,2.244465781,0.096026569,0.233762039,3.594058704,6.736859741,4.417241341,-0.245669199,6.62732661,1.386552045,8.939204876,0.472167163,1.103259812,1.183434196,0.244994615,0.485121338,10.59988118,1.042829816,3.098210198,0.140353822,0.040808841,0.048995942,0.287755715,0.406947832,0.12516688,0.271706973,0.762920503,0.789181927,0.788767435,0.090443443,0.141450574,0.917451693,0.755296437,0.238018555,0.577746971,0.518430674,0.393287275,0.568813289,0.501695607,0.778269003,0.503594338,0.465552013,0.475377453,0.578722461,0.466838713,-0.599547156,0.417431972,-2.889242946,0.648179846,0.663443069,3.597283975,0.621350607,-0.535729623,1.002221566,2.323922604,3.122771623,2.689993065,7.645274073,-0.588879107,-0.133015259,0.33902942,0.211453715,0.199694265,0.468900173,0.55008822,-0.074736659,-0.72755833,-0.938578397,-2.838761693,0.5,0.9,79.2971,40,3088,2.0233,0.14,0.55,2.52,0.24,463.0005887,16.5078,87,-0.2,1.5833,3.31,0.04,0.0086,275090.76,0.0334,0.0334,0.002052728,0.031018412,0.2667,0.1,-0.1334,-0.1667,0.0334,-0.41,-0.4767,-0.5933,-0.7866,-0.54,-0.28,-0.4067,0.1,0.1,0.1442,28672.3,-0.3,-0.1,-0.8533,0.0116,0.0034,0.0005,-0.5,9.51,13.07,0.2211
